smsa,year,total_units,private_total,private_1_unit,private_2_units,private_3_4_units,private_5plus_units,public_units,private_structures,total_valuation,private_valuation,private_1_unit_val,private_2_units_val,private_3_4_units_val,private_5plus_units_val,public_valuation,states,primary_state,adoption_year,event_year,treat
"MACON, GA",1978,1404,1404,1202,30,4,168,0,21,36106,36106,33826,423,70,1787,0,GA,GA,1991,-13,0
"MADISON, WIS",1978,3388,3388,2147,352,87,802,0,37,122912,122912,97257,10185,2409,13061,0,WI,WI,1972,6,1
"MANCHESTER, NH",1978,1338,1338,1147,58,15,118,0,6,52698,52698,49849,1033,158,1658,0,NH,NH,Inf,-Inf,0
"MANSFIELD, OHIO",1978,567,567,380,50,8,129,0,9,20360,20360,16889,1377,124,1970,0,OH,OH,Inf,-Inf,0
"MCALLEN-PHARR-EDINBURG, TEX",1978,1828,1828,1374,18,136,300,0,30,49668,49668,43107,284,2256,4020,0,TX,TX,Inf,-Inf,0
"MELBOURNE-TITUSVILLE-COCOA, FLA",1978,5514,5514,3881,128,129,1376,0,95,201021,201021,156433,3622,3528,37438,0,FL,FL,Inf,-Inf,0
"MEMPHIS, TENN-ARK-MISS",1978,5518,5518,4563,34,12,909,0,25,208049,208049,189917,983,214,16935,0,TN-AR-MS,TN,Inf,-Inf,0
"MERIDEN, CONN",1978,374,374,146,2,4,222,0,14,6113,6113,3314,36,66,2697,0,CT,CT,1973,5,1
"MIAMI, FLA",1978,14552,14502,8383,1052,752,4315,50,202,568051,566655,402631,27507,20519,115998,1396,FL,FL,Inf,-Inf,0
"MIDLAND, TEX",1978,1119,1119,562,12,15,530,0,4,38647,38647,32103,449,295,5800,0,TX,TX,Inf,-Inf,0
"MILWAUKEE, WIS",1978,8271,8271,4814,606,105,2746,0,128,316855,316855,246224,18458,2366,49807,0,WI,WI,1972,6,1
"MINNEAPOLIS-ST PAUL, MN-WI",1978,21772,21772,16471,1046,542,3713,0,89,915364,915364,767188,34180,16442,97553,0,MN-WI,MN,1972,6,1
"MOBILE, ALA",1978,2494,2494,1535,56,187,716,0,69,44027,44027,30249,1132,2834,9812,0,AL,AL,Inf,-Inf,0
"MODESTO, CALIF",1978,4107,4107,2143,314,377,1273,0,127,125072,125072,85113,8138,8539,23282,0,CA,CA,1970,8,1
"MONROE, LA",1978,1415,1415,1156,86,120,53,0,3,51036,51036,45262,1402,3372,1000,0,LA,LA,Inf,-Inf,0
"MONTGOMERY, ALA",1978,2180,2180,1556,16,4,604,0,59,55805,55805,49430,345,40,5989,0,AL,AL,Inf,-Inf,0
"MUNCIE, IND",1978,577,577,416,8,3,150,0,7,24048,24048,19680,180,75,4113,0,IN,IN,1972,6,1
"MUSKEGON-NORTON SHORES-MUSKEGON HEIGHTS, MICH",1978,1173,1173,852,12,0,309,0,16,32941,32941,26935,238,0,5768,0,MI,MI,Inf,-Inf,0
"NASHUA, NH",1978,1499,1499,786,54,15,644,0,35,49048,49048,34553,1218,398,12880,0,NH,NH,Inf,-Inf,0
"NASHVILLE-DAVIDSON, TENN",1978,7927,7927,5059,684,135,2049,0,77,232931,232931,180767,14847,2383,34935,0,TN,TN,Inf,-Inf,0
"NEW YORK, NY-NJ",1978,23308,23308,9946,1730,489,11143,0,313,648631,648631,355650,35707,12817,244457,0,NY-NJ,NY,1975,3,1
"NEW BEDFORD, MASS",1978,444,444,440,0,4,0,0,0,13680,13680,13645,0,35,0,0,MA,MA,1977,1,1
"NEW BRITAIN, CONN",1978,572,572,474,38,0,60,0,3,11296,11296,10359,540,0,397,0,CT,CT,1973,5,1
"NEW BRUNSWICK-PERTH AMBOY-SAYREVILLE, NJ",1978,2698,2698,2231,62,14,391,0,20,81156,81156,71334,900,311,8610,0,NJ,NJ,1989,-11,0
"NEW HAVEN-WEST HAVEN, CONN",1978,2392,2392,1486,32,50,824,0,32,62650,62650,52058,575,792,9224,0,CT,CT,1973,5,1
"NEW LONDON-GROTON-NORWICH, CONN",1978,1045,1045,889,40,3,113,0,2,34212,34212,32192,527,47,1447,0,CT,CT,1973,5,1
"NEW ORLEANS, LA",1978,9841,9841,6049,502,945,2345,0,57,291785,291785,230470,10418,18115,32782,0,LA,LA,Inf,-Inf,0
"NEWARK, NJ",1978,7106,7106,3591,118,110,3287,0,135,242251,242251,168815,2399,2675,68362,0,NJ,NJ,1989,-11,0
"NEWPORT NEWS-HAMPTON, VA",1978,2291,2291,1718,18,4,551,0,64,75683,75683,66732,300,107,8544,0,VA,VA,1973,5,1
"NORFOLK-VIRGINIA BEACH-PORTSMOUTH, VA-NC",1978,6983,6983,4654,314,290,1725,0,181,241204,241204,194552,6306,5323,35023,0,VA-NC,VA,1971,7,1
"NORTHEAST PENNSYLVANIA, PA",1978,2644,2644,2148,2,26,468,0,28,73054,73054,62404,30,198,10422,0,PA,PA,Inf,-Inf,0
"NORWALK, CONN",1978,695,695,343,12,4,336,0,22,28969,28969,22980,323,70,5596,0,CT,CT,1973,5,1
"ODESSA, TEX",1978,981,981,349,12,0,620,0,9,25187,25187,18463,155,0,6569,0,TX,TX,Inf,-Inf,0
"OKLAHOMA CITY, OKLA",1978,7921,7921,6925,620,48,328,0,6,337655,337655,313406,17105,1243,5900,0,OK,OK,Inf,-Inf,0
"OMAHA, NEBR-IOWA",1978,3765,3765,3477,116,32,140,0,10,84436,84436,79859,2541,644,1392,0,NE-IA,NE,Inf,-Inf,0
"ORLANDO, FLA",1978,9251,9251,8293,176,35,747,0,56,292397,292397,273068,2968,629,15733,0,FL,FL,Inf,-Inf,0
"OWENSBORO, KY",1978,754,754,412,78,28,236,0,9,21549,21549,15071,1392,550,4535,0,KY,KY,Inf,-Inf,0
"OXNARD-SIMI VALLEY- VENTURA, CALIF",1978,8301,8301,5593,224,847,1637,0,141,391898,391898,311505,8164,33561,38668,0,CA,CA,1970,8,1
"PANAMA CITY, FLA",1978,1211,1211,863,54,105,189,0,5,29681,29681,24366,820,2023,2473,0,FL,FL,Inf,-Inf,0
"PARKERSBURG-MARIETTA, WVA-OHIO",1978,655,655,180,24,36,415,0,19,14162,14162,7148,422,485,6106,0,WV-OH,WV,Inf,-Inf,0
"PASCAGOULA-MOSS POINT, MISS",1978,659,659,655,0,4,0,0,0,14794,14794,14765,0,29,0,0,MS,MS,Inf,-Inf,0
"PATERSON-CLIFTON-PASSAIC, NJ",1978,1087,1087,630,194,4,259,0,6,37511,37511,25506,4568,60,7378,0,NJ,NJ,1989,-11,0
"PENSACOLA, FLA",1978,2695,2695,2156,96,42,401,0,26,96009,96009,86935,1455,579,7041,0,FL,FL,Inf,-Inf,0
"PEORIA, ILL",1978,2495,2495,1607,90,35,763,0,28,96517,96517,78607,2433,1017,14461,0,IL,IL,Inf,-Inf,0
"PETERSBURG-COLONIAL HEIGHTS-HOPEWELL, VA",1978,841,841,687,16,0,138,0,1,21866,21866,20295,194,0,1377,0,VA,VA,1973,5,1
"PHILADELPHIA, PA-NJ",1978,23817,23753,17968,1448,336,4001,64,165,717709,715600,607867,23116,7962,76654,2109,PA-NJ,PA,1989,-11,0
"PHOENIX, ARIZ",1978,43855,43855,30919,540,973,11423,0,405,1138047,1138047,955669,10988,15525,155864,0,AZ,AZ,Inf,-Inf,0
"PINE BLUFF, ARK",1978,154,154,65,6,11,72,0,7,2304,2304,1617,79,93,515,0,AR,AR,Inf,-Inf,0
"PITTSBURGH, PA",1978,9698,9698,6173,144,228,3153,0,154,332258,332258,262423,3171,5782,60882,0,PA,PA,Inf,-Inf,0
"PITTSFIELD, MASS",1978,120,120,120,0,0,0,0,0,4700,4700,4700,0,0,0,0,MA,MA,1977,1,1
"PORTLAND, MAINE",1978,1046,1046,710,4,22,310,0,24,33948,33948,26989,96,393,6470,0,MN,MN,1973,5,1
"PORTLAND, OREG-WASH",1978,19166,19166,12084,1492,1221,4369,0,402,651870,651870,512742,36532,23477,79118,0,OR-WA,OR,1971,7,1
"POUGHKEEPSIE, NY",1978,1190,1190,836,2,3,349,0,13,32458,32458,28992,38,45,3383,0,NY,NY,1975,3,1
"PROVIDENCE-PAWTUCKET-WARWICK, RI-MASS",1978,4985,4985,2816,76,27,2066,0,84,125564,125564,89926,1231,340,34067,0,RI-MA,RI,1977,1,1
"PROVO-OREM, UTAH",1978,3300,3300,2324,140,301,535,0,32,118963,118963,102406,3475,4829,8253,0,UT,UT,Inf,-Inf,0
"PUEBLO, COLO",1978,1107,1107,919,16,54,118,0,11,27992,27992,25466,345,1013,1168,0,CO,CO,Inf,-Inf,0
"RACINE, WIS",1978,970,970,525,76,24,345,0,19,33521,33521,26506,2122,240,4654,0,WI,WI,1972,6,1
"RALEIGH-DURHAM, NC",1978,5892,5791,4424,84,157,1126,101,85,190297,187577,166327,1745,2838,16668,2720,NC,NC,1971,7,1
"RAPID CITY, SDAK",1978,1249,1249,834,44,68,303,0,33,37943,37943,30320,1250,1563,4810,0,SD,SD,1974,4,1
"READING, PA",1978,1475,1475,1397,18,20,40,0,6,47567,47567,46109,334,424,700,0,PA,PA,Inf,-Inf,0
"RENO, NEV",1978,6896,6896,3192,134,291,3279,0,74,209076,209076,139982,4530,9372,55192,0,NV,NV,Inf,-Inf,0
"RICHLAND-KENNEWICK-PASCO, WASH",1978,3259,3259,2150,162,203,744,0,47,116880,116880,88268,4034,4293,10285,0,WA,WA,1971,7,1
"RICHMOND, VA",1978,7810,7810,5853,4,188,1765,0,115,180939,180939,159475,38,2763,18663,0,VA,VA,1973,5,1
"RIVERSIDE-SAN BERNARDINO-ONTARIO, CALIF",1978,33126,33126,24376,764,2327,5659,0,545,1286720,1286720,1074296,26182,61772,124470,0,CA,CA,1970,8,1
"ROANOKE, VA",1978,2002,2002,1056,24,7,915,0,26,47953,47953,37725,370,63,9796,0,VA,VA,1973,5,1
"ROCHESTER, MINN",1978,1243,1243,669,28,55,491,0,33,47428,47428,31441,1029,1215,13743,0,MN,MN,1973,5,1
"ROCHESTER, NY",1978,2924,2924,2774,36,108,6,0,1,121611,121611,117997,879,2481,254,0,NY,NY,1975,3,1
"ROCKFORD, ILL",1978,1924,1924,1532,60,20,312,0,21,63075,63075,58091,1920,250,2814,0,IL,IL,Inf,-Inf,0
"SACRAMENTO, CALIF",1978,15876,15876,11288,1470,436,2682,0,237,426663,426663,351308,26156,6959,42239,0,CA,CA,1970,8,1
"SAGINAW, MICH",1978,1251,1251,955,104,16,176,0,11,40280,40280,35896,1946,299,2139,0,MI,MI,Inf,-Inf,0
"ST CLOUD, MINN",1978,1663,1663,1345,2,11,305,0,14,56129,56129,50854,38,249,4988,0,MN,MN,1973,5,1
"ST JOSEPH, MO",1978,538,538,277,30,7,224,0,11,11299,11299,9409,387,210,1293,0,MO,MO,Inf,-Inf,0
"ST LOUIS, MO-ILL",1978,16073,16073,12917,220,225,2711,0,165,545645,545645,485430,5554,4772,49889,0,MO-IL,MO,Inf,-Inf,0
"SALEM, OREG",1978,4352,4352,2699,340,353,960,0,95,115431,115431,93093,6501,5503,10335,0,OR,OR,Inf,-Inf,0
"SALINAS-SEASIDE-MONTEREY, CALIF",1978,2526,2526,1382,92,279,773,0,85,108768,108768,82481,2232,7735,16320,0,CA,CA,1970,8,1
"SALT LAKE CITY-OGDEN, UTAH",1978,13892,13892,9753,1118,667,2354,0,157,460355,460355,373030,26553,17246,43526,0,UT,UT,Inf,-Inf,0
"SAN ANGELO, TEX",1978,610,610,440,16,0,154,0,7,16222,16222,13378,330,0,2514,0,TX,TX,Inf,-Inf,0
"SAN ANTONIO, TEX",1978,7734,7734,3800,68,27,3839,0,320,146272,146272,109668,1087,470,35047,0,TX,TX,Inf,-Inf,0
"SAN DIEGO, CALIF",1978,28295,28295,13476,1380,1865,11574,0,1007,1109057,1109057,702366,47208,56712,302770,0,CA,CA,1970,8,1
"SAN FRANCISCO-OAKLAND, CALIF",1978,20076,20076,11871,570,895,6740,0,467,963275,963275,683868,26022,33116,220268,0,CA,CA,1970,8,1
"SAN JOSE, CALIF",1978,10499,10499,7007,646,646,2200,0,172,439685,439685,350061,23425,19291,46908,0,CA,CA,1970,8,1
"SANTA BARBARA-SANTA MARIA-LOMPOC, CALIF",1978,2107,2083,1151,132,277,523,24,44,99487,99069,75673,4812,8615,9969,418,CA,CA,1970,8,1
"SANTA CRUZ, CALIF",1978,2505,2505,1421,132,228,724,0,53,95160,95160,68677,4254,5910,16319,0,CA,CA,1970,8,1
"SANTA ROSA, CALIF",1978,3557,3557,2565,264,310,418,0,51,141565,141565,116827,7908,7087,9742,0,CA,CA,1970,8,1
"SARASOTA, FLA",1978,5987,5987,3933,276,166,1612,0,105,152078,152078,107929,5219,3214,35716,0,FL,FL,Inf,-Inf,0
"SAVANNAH, GA",1978,1718,1718,1311,12,151,244,0,5,50413,50413,42708,263,2418,5023,0,GA,GA,1991,-13,0
"SEATTLE-EVERETT, WASH",1978,27188,27188,13427,584,1285,11892,0,995,935806,935806,606273,15678,29819,284035,0,WA,WA,1971,7,1
"SHERMAN-DENISON, TEX",1978,358,358,332,22,4,0,0,0,12636,12636,12187,394,55,0,0,TX,TX,Inf,-Inf,0
"SHREVEPORT, LA",1978,3357,3357,1419,0,12,1926,0,29,88615,88615,59693,0,102,28820,0,LA,LA,Inf,-Inf,0
"SIOUX CITY, IOWA-NEBR",1978,512,512,358,10,36,108,0,2,15809,15809,12887,330,765,1828,0,IA-NE,IA,Inf,-Inf,0
"SIOUX FALLS, SDAK",1978,1350,1350,970,86,43,251,0,17,40265,40265,32559,2179,1231,4296,0,SD,SD,1974,4,1
"SOUTH BEND, IND",1978,1556,1556,1338,52,76,90,0,2,68486,68486,63217,1093,1476,2700,0,IN,IN,1972,6,1
"SPOKANE, WASH",1978,4623,4623,2754,426,365,1078,0,90,192359,192359,151349,12373,8083,20523,0,WA,WA,1971,7,1
"SPRINGFIELD, ILL",1978,1437,1437,940,70,142,285,0,17,48140,48140,36164,2202,3808,5965,0,IL,IL,Inf,-Inf,0
"SPRINGFIELD, MO",1978,3064,3064,1789,254,77,944,0,58,77011,77011,59479,5013,897,11621,0,MO,MO,Inf,-Inf,0
"SPRINGFIELD, OHIO",1978,447,447,327,32,19,69,0,8,14800,14800,12885,727,395,793,0,OH,OH,Inf,-Inf,0
"SPRINGFIELD-CHICOPEE-HOLYOKE, MASS-CONN",1978,1532,1532,1207,58,0,267,0,10,46896,46896,39704,997,0,6195,0,MA-CT,MA,1973,5,1
"STAMFORD, CONN",1978,1091,1091,435,68,47,541,0,28,58909,58909,40636,2684,1490,14099,0,CT,CT,1973,5,1
"STEUBENVILLE-WEIRTON, OHIO-WVA",1978,557,557,235,24,27,271,0,11,15271,15271,9695,525,372,4679,0,OH-WV,OH,Inf,-Inf,0
"STOCKTON, CALIF",1978,6325,6325,3739,720,327,1539,0,41,232142,232142,169087,23048,6954,33053,0,CA,CA,1970,8,1
"SYRACUSE, NY",1978,2875,2875,2089,76,27,683,0,30,77375,77375,66364,1195,231,9584,0,NY,NY,1975,3,1
"TACOMA, WASH",1978,6051,6051,4483,418,418,732,0,58,239120,239120,208336,10768,9064,10952,0,WA,WA,1971,7,1
"TALLAHASSEE, FLA",1978,2233,2233,1382,206,423,222,0,10,65090,65090,50664,3817,7118,3490,0,FL,FL,Inf,-Inf,0
"TAMPA-ST PETERSBURG, FLA",1978,25886,25886,17616,892,735,6643,0,458,640086,640086,492606,14395,14577,118508,0,FL,FL,Inf,-Inf,0
"TERRE HAUTE, IND",1978,1033,1033,412,46,55,520,0,12,27529,27529,18602,775,950,7202,0,IN,IN,1972,6,1
"TEXARKANA, TEX-ARK",1978,583,583,227,36,0,320,0,26,12080,12080,6827,661,0,4592,0,TX-AR,TX,Inf,-Inf,0
"TOLEDO, OHIO-MICH",1978,4963,4963,2804,160,161,1838,0,102,161583,161583,130573,5534,3584,21892,0,OH-MI,OH,Inf,-Inf,0
"TOPEKA, KANS",1978,1781,1781,1137,68,81,495,0,14,61249,61249,51173,1595,1795,6687,0,KS,KS,Inf,-Inf,0
"TRENTON, NJ",1978,994,994,655,4,0,335,0,15,36390,36390,28713,126,0,7551,0,NJ,NJ,1989,-11,0
"TUCSON, ARIZ",1978,10932,10932,7227,148,247,3310,0,59,268964,268964,221023,2205,4475,41261,0,AZ,AZ,Inf,-Inf,0
"TULSA, OKLA",1978,7189,7189,4488,196,56,2449,0,139,228488,228488,185091,5426,817,37154,0,OK,OK,Inf,-Inf,0
"TUSCALOOSA, ALA",1978,1093,1093,604,2,35,452,0,17,20950,20950,15436,13,475,5026,0,AL,AL,Inf,-Inf,0
"TYLER, TEX",1978,1419,1419,485,20,30,884,0,16,45873,45873,26708,632,399,18134,0,TX,TX,Inf,-Inf,0
"UTICA-ROME, NY",1978,833,833,425,4,4,400,0,9,19223,19223,12420,115,62,6626,0,NY,NY,1975,3,1
"VALLEJO-FAIRFIELD-NAPA, CALIF",1978,5277,5277,4197,112,270,698,0,51,235330,235330,206448,3526,9396,15960,0,CA,CA,1970,8,1
"VINELAND-MILLVILLE-BRIDGETON, NJ",1978,369,369,262,4,0,103,0,1,12006,12006,9236,70,0,2700,0,NJ,NJ,1989,-11,0
"WACO, TEX",1978,1011,1011,669,52,31,259,0,10,34652,34652,30161,1222,877,2393,0,TX,TX,Inf,-Inf,0
"WASHINGTON, DC-MD-VA",1978,23835,23835,17945,166,55,5669,0,257,835842,835842,699945,1911,1187,132799,0,DC-MD-VA,DC,1973,5,1
"WATERBURY, CONN",1978,985,985,838,6,4,137,0,17,33081,33081,31409,114,56,1502,0,CT,CT,1973,5,1
"WATERLOO-CEDAR FALLS, IOWA",1978,930,930,432,108,43,347,0,26,26424,26424,17702,3172,693,4857,0,IA,IA,Inf,-Inf,0
"WEST PALM BEACH-BOCA RATON, FLA",1978,20734,20734,10095,1182,2173,7284,0,382,698219,698219,396887,26699,47680,226952,0,FL,FL,Inf,-Inf,0
"WHEELING, WVA-OHIO",1978,317,317,151,2,51,113,0,2,9791,9791,6344,35,1225,2187,0,WV-OH,WV,Inf,-Inf,0
"WICHITA, KANS",1978,3626,3626,1826,366,102,1332,0,75,109562,109562,77850,9582,2012,20118,0,KS,KS,Inf,-Inf,0
"WICHITA FALLS, TEX",1978,1346,1346,577,6,40,723,0,5,26977,26977,15904,125,349,10600,0,TX,TX,Inf,-Inf,0
"WILLIAMSPORT, PA",1978,427,427,412,6,3,6,0,1,13955,13955,13660,109,111,75,0,PA,PA,Inf,-Inf,0
"WILMINGTON, DEL-NJ-MD",1978,2328,2328,2108,12,0,208,0,1,73593,73593,67796,77,0,5720,0,DEL-NJ-MD,DE,1973,5,1
"WILMINGTON, NC",1978,1371,1371,1190,24,6,151,0,14,37350,37350,34192,588,138,2432,0,NC,NC,1971,7,1
"WORCESTER, MASS",1978,1055,1055,861,20,4,170,0,6,35954,35954,30886,416,160,4492,0,MA,MA,1977,1,1
"YAKIMA, WASH",1978,1101,1101,665,26,58,352,0,13,37898,37898,29131,715,1187,6867,0,WA,WA,1971,7,1
"YORK, PA",1978,2838,2838,2151,32,66,589,0,30,91370,91370,80559,761,1382,8668,0,PA,PA,Inf,-Inf,0
"YOUNGSTOWN-WARREN, OHIO",1978,2212,2212,1528,40,134,510,0,43,70069,70069,57072,1122,2453,9423,0,OH,OH,Inf,-Inf,0
"ABILENE, TEX",1979,548,548,506,14,3,25,0,1,31583,31583,30419,503,101,559,0,TX,TX,Inf,-Inf,0
"AKRON, OHIO",1979,2925,2925,1705,204,243,773,0,68,136676,136676,107166,6804,7400,15306,0,OH,OH,Inf,-Inf,0
"ALBANY, GA",1979,858,858,616,70,16,156,0,20,26277,26277,21094,1571,112,3500,0,GA,GA,1991,-12,0
"ALBANY-SCHENECTADY-TROY, NY",1979,2643,2643,1590,74,71,908,0,38,80610,80610,61722,1449,1239,16201,0,NY,NY,1975,4,1
"ALBUQUERQUE, NMEX",1979,6182,6182,3391,18,977,1796,0,32,207765,207765,157082,348,17744,32592,0,NM,NM,Inf,-Inf,0
"ALEXANDRIA, LA",1979,199,199,181,18,0,0,0,0,9314,9314,8914,400,0,0,0,LA,LA,Inf,-Inf,0
"ALLENTOWN-BETHLEHEM-EASTON, PA-NJ",1979,2764,2764,2227,62,8,467,0,22,101263,101263,90910,1643,122,8587,0,PA-NJ,PA,1989,-10,0
"ALTOONA, PA",1979,349,349,339,6,4,0,0,0,11705,11705,11498,167,40,0,0,PA,PA,Inf,-Inf,0
"AMARILLO, TEX",1979,986,986,678,28,0,280,0,3,42104,42104,37240,1014,0,3850,0,TX,TX,Inf,-Inf,0
"ANAHEIM-SANTA ANA-GARDEN GROVE, CALIF",1979,17870,17654,8946,550,1785,6373,216,626,873250,864251,584456,24787,62592,192416,9000,CA,CA,1970,9,1
"ANCHORAGE, ALASKA",1979,1064,1037,508,166,98,265,27,16,68973,66823,44132,8690,3836,10166,2150,AK,AK,Inf,-Inf,0
"ANDERSON, IND",1979,449,449,291,26,38,94,0,11,20083,20083,13664,343,940,5136,0,IN,IN,1972,7,1
"ANN ARBOR, MICH",1979,1302,1302,1078,30,23,171,0,14,65378,65378,59770,1228,1039,3341,0,MI,MI,Inf,-Inf,0
"ANNISTON, ALA",1979,414,414,216,2,16,180,0,11,11077,11077,7024,10,240,3803,0,AL,AL,Inf,-Inf,0
"APPLETON-OSHKOSH, WIS",1979,1452,1452,1138,142,20,152,0,15,58021,58021,50938,3985,587,2511,0,WI,WI,1972,7,1
"ASHEVILLE, NC",1979,1003,1003,883,8,32,80,0,13,29415,29415,26863,189,555,1808,0,NC,NC,1971,8,1
"ATLANTA, GA",1979,23990,23990,17708,208,23,6051,0,530,751305,751305,663411,4596,468,82830,0,GA,GA,1991,-12,0
"ATLANTIC CITY, NJ",1979,1389,1389,1003,72,23,291,0,33,52898,52898,44058,1561,380,6899,0,NJ,NJ,1989,-10,0
"AUGUSTA, GA-SC",1979,3665,3665,2329,30,22,1284,0,79,77957,77957,59843,437,502,17175,0,GA-SC,GA,1991,-12,0
"AUSTIN, TEX",1979,7428,7428,4434,878,96,2020,0,43,311056,311056,247079,28102,3177,32697,0,TX,TX,Inf,-Inf,0
"BAKERSFIELD, CALIF",1979,4814,4814,3378,350,542,544,0,66,177602,177602,142472,9316,12621,13193,0,CA,CA,1970,9,1
"BALTIMORE, MD",1979,12679,12679,9291,12,8,3368,0,137,414734,414734,353008,400,210,61117,0,MD,MD,1973,6,1
"BATON ROUGE, LA",1979,3627,3627,2274,126,562,665,0,59,76529,76529,54391,1669,10385,10084,0,LA,LA,Inf,-Inf,0
"BATTLE CREEK, MICH",1979,831,831,497,18,70,246,0,11,23839,23839,18657,585,1520,3076,0,MI,MI,Inf,-Inf,0
"BAY CITY, MICH",1979,346,346,309,10,27,0,0,0,14175,14175,12774,282,1119,0,0,MI,MI,Inf,-Inf,0
"BEAUMONT-PORT ARTHUR-ORANGE, TEX",1979,2160,2160,1512,8,27,613,0,40,78799,78799,65554,62,783,12399,0,TX,TX,Inf,-Inf,0
"BILLINGS, MONT",1979,880,880,616,54,34,176,0,19,19157,19157,15019,893,729,2516,0,MT,MT,1971,8,1
"BILOXI-GULFPORT, MISS",1979,1353,1353,850,30,96,377,0,17,36263,36263,27708,587,961,7007,0,MS,MS,Inf,-Inf,0
"BINGHAMTON, NY-PA",1979,947,947,401,44,11,491,0,19,29134,29134,16272,1252,195,11416,0,NY-PA,NY,1975,4,1
"BIRMINGHAM, ALA",1979,4483,4483,2690,18,17,1758,0,99,123363,123363,93828,327,210,28998,0,AL,AL,Inf,-Inf,0
"BISMARCK, ND",1979,1006,1006,411,152,50,393,0,35,43376,43376,21588,7206,1971,12611,0,ND,ND,Inf,-Inf,0
"BLOOMINGTON, IND",1979,319,319,291,8,20,0,0,0,13211,13211,12796,175,240,0,0,IN,IN,1972,7,1
"BLOOMINGTON-NORMAL, ILL",1979,861,861,344,12,24,481,0,39,25281,25281,15626,376,647,8631,0,IL,IL,Inf,-Inf,0
"BOISE CITY, IDAHO",1979,2786,2786,2046,152,199,389,0,33,101356,101356,86098,3987,4413,6859,0,ID,ID,Inf,-Inf,0
"BOSTON, MASS",1979,7920,7920,3261,174,97,4388,0,133,247365,247365,148735,3838,2585,92207,0,MA,MA,1977,2,1
"BRADENTON, FLA",1979,5227,5227,1881,818,201,2327,0,198,131990,131990,56912,15110,4169,55800,0,FL,FL,Inf,-Inf,0
"BRIDGEPORT, CONN",1979,1375,1375,771,128,23,453,0,18,44667,44667,34868,2561,548,6690,0,CT,CT,1973,6,1
"BRISTOL, CONN",1979,349,349,349,0,0,0,0,0,16473,16473,16473,0,0,0,0,CT,CT,1973,6,1
"BROCKTON, MASS",1979,852,852,374,0,32,446,0,26,25010,25010,13926,0,816,10269,0,MA,MA,1977,2,1
"BROWNSVILLE-HARLINGEN-SAN BENITO, TEX",1979,1461,1461,987,22,19,433,0,15,40302,40302,30871,632,370,8429,0,TX,TX,Inf,-Inf,0
"BRYAN-COLLEGE STATION, TEX",1979,1266,1266,667,166,184,249,0,25,34534,34534,24978,3156,2716,3684,0,TX,TX,Inf,-Inf,0
"BUFFALO, NY",1979,3076,3076,1960,40,19,1057,0,32,118519,118519,88509,956,655,28398,0,NY,NY,1975,4,1
"BURLINGTON, NC",1979,465,465,419,2,0,44,0,3,20046,20046,17991,60,0,1995,0,NC,NC,1971,8,1
"CANTON, OHIO",1979,2293,2293,1314,464,81,434,0,28,92133,92133,67299,13831,2030,8973,0,OH,OH,Inf,-Inf,0
"CEDAR RAPIDS, IOWA",1979,1755,1755,712,24,301,718,0,48,45435,45435,27041,392,6257,11745,0,IA,IA,Inf,-Inf,0
"CHAMPAIGN-URBANA-RANTOUL, ILL",1979,734,734,252,30,0,452,0,15,15659,15659,8629,560,0,6470,0,IL,IL,Inf,-Inf,0
"CHARLESTON-NORTH CHARLESTON, SC",1979,5669,5669,3219,24,286,2140,0,146,163286,163286,120385,260,5745,36896,0,SC,SC,Inf,-Inf,0
"CHARLESTON, WVA",1979,466,466,308,4,19,135,0,12,18306,18306,12259,144,740,5163,0,WV,WV,Inf,-Inf,0
"CHARLOTTE-GASTONIA, NC",1979,6922,6922,4678,66,155,2023,0,192,231473,231473,195680,1402,2189,32202,0,NC,NC,1971,8,1
"CHATTANOOGA, TENN-GA",1979,2317,2317,1820,100,16,381,0,28,54551,54551,46061,1556,201,6733,0,TN-GA,TN,1991,-12,0
"CHICAGO, ILL",1979,27709,27709,13314,492,1129,12774,0,692,1230563,1230563,793026,18000,34297,385240,0,IL,IL,Inf,-Inf,0
"CINCINNATI, OHIO-KY-IND",1979,9549,9549,5126,128,202,4093,0,343,328473,328473,242322,3298,5066,77787,0,OH-KY-IN,OH,1972,7,1
"CLARKSVILLE-HOPKINSVILLE, TENN-KY",1979,752,752,611,22,18,101,0,6,25435,25435,22452,505,250,2229,0,TN-KY,TN,Inf,-Inf,0
"CLEVELAND, OHIO",1979,7026,7026,4282,232,268,2244,0,200,358270,358270,285540,9111,8113,55505,0,OH,OH,Inf,-Inf,0
"COLORADO SPRINGS, COLO",1979,3659,3659,3492,24,119,24,0,3,135085,135085,129927,780,3632,746,0,CO,CO,Inf,-Inf,0
"COLUMBIA, MO",1979,719,719,409,132,62,116,0,11,26223,26223,20988,2521,1138,1577,0,MO,MO,Inf,-Inf,0
"COLUMBIA, SC",1979,3058,3058,2503,60,98,397,0,38,94940,94940,82922,1572,1871,8574,0,SC,SC,Inf,-Inf,0
"COLUMBUS, GA-ALA",1979,823,823,470,22,38,293,0,25,24728,24728,19590,448,628,4063,0,GA-AL,GA,1991,-12,0
"COLUMBUS, OHIO",1979,7452,7452,4377,824,504,1747,0,262,321790,321790,247273,28264,12244,34009,0,OH,OH,Inf,-Inf,0
"CORPUS CHRISTI, TEX",1979,3088,3088,1689,44,81,1274,0,135,90024,90024,65485,814,2497,21228,0,TX,TX,Inf,-Inf,0
